basin_code,basin_name,native_richness,exotic_richness,total_richness,latitude,longitude
Petit.Mecatina,Petit.Mecatina,19,0,19,50.49148635,-59.57577769
Atran,Atran,19,1,20,56.88718074,12.4784889
Coila.creek,Coila.creek,19,0,19,-36.02131904,150.1536812
Sosangni.po,Sosangni.po,19,1,20,34.807918,127.836526
Konyang.chon,Konyang.chon,19,1,20,35.02272656,128.0070955
Chindari,Chindari,19,1,20,34.99641356,127.9239116
Changmu,Changmu,19,1,20,34.74505318,127.5841683
Okchon,Okchon,19,1,20,34.57562914,127.1935541
Goryeo.ji,Goryeo.ji,19,1,20,37.76659094,126.357636
Ssaryeom,Ssaryeom,19,1,20,37.60695049,126.6115324
Kungsan.josuji,Kungsan.josuji,19,2,21,35.50737985,126.4989108
Kamiji,Kamiji,19,3,22,34.364444,136.859161
Pajaro,Pajaro,19,0,19,36.85230192,-121.8111374
Smith,Smith,19,0,19,41.93349933,-124.2034813
Waikato,Waikato,19,14,33,-37.338611,174.767227
Bear.river,Bear.river,19,35,54,,
Cachoeirinha,Cachoeirinha,18,1,19,-22.69365814,-43.10344398
Bueno,Bueno,18,3,21,-40.20891693,-73.7213639
Neveri,Neveri,18,0,18,10.16609332,-64.71903462
Playon.Chico,Playon.Chico,18,0,18,9.276780057,-78.21441047
Paraiba.2,Paraiba.2,18,0,18,-9.713600036,-35.83559272
Hairjuzova,Hairjuzova,18,0,18,57.08259435,156.6407983
Iama,Iama,18,0,18,59.55073098,154.1330413
Paljavaam,Paljavaam,18,0,18,68.8273213,170.5270618
Vyvenka,Vyvenka,18,1,19,60.20871238,165.4369385
Chiriqui.Viejo,Chiriqui.Viejo,18,0,18,8.322697687,-82.69950563
Eel,Eel,18,26,44,39.92859675,-123.9417474
Grande.Belize,Grande.Belize,18,0,18,16.1512304,-88.74798081
Lislis,Lislis,18,0,18,15.80474243,-86.49146719
Pirris,Pirris,18,0,18,9.492775812,-84.33753348
Filiouri,Filiouri,18,4,22,40.94718293,25.31864136
Laita,Laita,18,2,20,47.76950496,-3.521585542
Pirita,Pirita,18,1,19,59.5043698,24.80697083
Ponoi,Ponoi,18,0,18,66.97004069,41.29430972
Rance,Rance,18,1,19,48.52798598,-1.953457995
Vire,Vire,18,2,20,49.34900544,-1.103321906
Howard,Howard,18,0,18,-12.343332,131.027908
Reynolds,Reynolds,18,0,18,-13.2525,130.223617
Sandon,Sandon,18,0,18,-29.67483343,153.3132232
Bemm,Bemm,18,0,18,-37.780818,148.969314
De.Grey,De.Grey,18,0,18,-20.247222,118.839446
Fortescue,Fortescue,18,0,18,-21.005833,116.088058
Maxwell,Maxwell,18,0,18,-11.37944297,130.6269467
Atimet,Atimet,18,0,18,-5.068267999,137.431748
Kumusi,Kumusi,18,0,18,-8.479445,148.2313915
Hokitika,Hokitika,18,4,22,-42.75754581,171.005477
Paniai,Paniai,18,0,18,-4.549153,136.021896
Rakaia,Rakaia,18,6,24,-43.906387,172.184722
Rangitaiki,Rangitaiki,18,4,22,-37.892502,176.810271
Sentani,Sentani,18,3,21,-2.611111,140.925278
Fuzhou.He,Fuzhou.He,18,2,20,39.62891267,121.5114852
Gonokawa,Gonokawa,18,1,19,35.01101,132.251542
Nongmyong.soryuji,Nongmyong.soryuji,18,0,18,35.02546398,128.4145904
Alagnak,Alagnak,18,0,18,58.83854944,-157.0037881
Kongakut,Kongakut,18,0,18,69.78939996,-141.828182
Eastmain,Eastmain,18,0,18,52.26910622,-78.4433439
Adige,Adige,18,6,24,45.15350532,12.32153485
Viskan,Viskan,18,1,19,57.13148163,12.22242458
Lake.Illawarra,Lake.Illawarra,18,1,19,-34.541316,150.867768
Pioneer,Pioneer,18,0,18,-21.12612566,149.1961294
Ibi,Ibi,18,2,20,35.536926,133.200101
Anderson,Anderson,18,0,18,69.686893,-129.0209358
Orange,Orange,18,5,23,-28.62004974,16.46998132
Togyang.ni,Togyang.ni,18,1,19,34.82448088,127.6771247
Yondung.chon,Yondung.chon,18,1,19,34.72181982,127.7281654
Tram,Tram,18,0,18,10.41418109,103.9685953
Alsea,Alsea,18,17,35,44.41413185,-124.0306653
Nehalem,Nehalem,18,0,18,45.695151,-123.8731243
San.Bernard,San.Bernard,18,2,20,28.85921902,-95.44005933
Andalien,Andalien,17,4,21,-36.66454079,-73.0913557
Piranhas,Piranhas,17,0,17,-5.09117959,-36.66890456
Bonito,Bonito,17,0,17,15.78858656,-87.07403849
Cihuatlan,Cihuatlan,17,2,19,19.15215069,-104.6039314
Deep.Bel,Deep.Bel,17,0,17,16.26441071,-88.6510514
George.Canada,George.Canada,17,0,17,58.43848209,-65.99555219
Zimatlan,Zimatlan,17,0,17,15.80597532,-95.97467787
Madre.de.Dios,Madre.de.Dios,17,0,17,10.20424686,-83.26165624
Agly,Agly,17,5,22,42.81225288,3.046515383
Arques,Arques,17,2,19,49.94222289,1.082629566
Aulne,Aulne,17,2,19,48.28839753,-4.269337532
Boyne.Irland,Boyne.Irland,17,3,20,53.721526,-6.244166
Cavado,Cavado,17,9,26,41.52727223,-8.797594166
Dasht.e.Kavir,Dasht.e.Kavir,17,17,34,,
Hoje.a,Hoje.a,17,2,19,55.72443271,13.01572944
Jagala,Jagala,17,0,17,59.50311921,25.11646569
Kul,Kul,17,5,22,27.00710876,55.78631793
Nissan,Nissan,17,2,19,56.6521654,12.85359846
Pol.e.Rud,Pol.e.Rud,17,4,21,37.10744774,50.38883556
Segura,Segura,17,11,28,38.1083743,-0.669900637
Selja,Selja,17,1,18,59.56180562,26.40583365
Tevere,Tevere,17,30,47,41.72717927,12.28504479
Tweed.UK,Tweed.UK,17,11,28,55.779861,-1.994722
Var,Var,17,7,24,43.67085733,7.198738771
Vasalemma,Vasalemma,17,0,17,59.30500416,24.09542445
Pascoe,Pascoe,17,0,17,-12.491944,143.275559
Wonboyn,Wonboyn,17,0,17,-37.240275,149.985
Betka,Betka,17,0,17,-37.587502,149.738616
Jack,Jack,17,1,18,-38.674798,146.653093
Sungai.Muturi,Sungai.Muturi,17,0,17,-2.167390689,133.7569955
Motueka,Motueka,17,4,21,-41.08779964,173.0310457
Sungai.Aiduna,Sungai.Aiduna,17,0,17,-4.45786,135.204285
Mangaone,Mangaone,17,5,22,-39.036667,174.103606
Tukituki,Tukituki,17,3,20,-39.599723,176.947785
Waikanae,Waikanae,17,1,18,-40.870765,175.007035
Arahura,Arahura,17,1,18,-42.657222,171.039169
Tiwaka,Tiwaka,17,3,20,-20.863332,165.262771
Khanan,Khanan,17,0,17,10.85280931,99.43970788
Daisho.Sen,Daisho.Sen,17,1,18,35.73983346,129.496115
Decoris,Decoris,17,0,17,4.454455667,-7.840221606
Bero,Bero,17,0,17,-15.17413437,12.14035606
Hoarusib,Hoarusib,17,0,17,-19.07490095,12.5490582
Caniapiscau,Caniapiscau,17,0,17,58.04211602,-68.48242905
La.Grande,La.Grande,17,0,17,53.82503036,-78.94821439
Moisie,Moisie,17,0,17,50.22199216,-66.07433691
Tauro,Tauro,17,1,18,10.93090771,-83.71339145
Barrow,Barrow,17,4,21,52.243473,-6.969166
Beysehir,Beysehir,17,1,18,,
Glomma,Glomma,17,6,23,59.17221691,10.94135368
Koiva,Koiva,17,0,17,57.13058996,24.2148748
Minho,Minho,17,7,24,41.93912923,-8.775139282
Namak,Namak,17,13,30,,
Prespa,Prespa,17,12,29,,
Gregory,Gregory,17,1,18,-25.123611,152.583053
Sanyang.ni,Sanyang.ni,17,1,18,34.787082,128.567643
Sadong,Sadong,17,1,18,34.47606317,127.2909253
Tarim,Tarim,17,23,40,,
Aniakchak,Aniakchak,17,0,17,56.76691247,-157.4420763
Ungdong.man,Ungdong.man,17,1,18,35.10160702,128.7819399
Deception.Bay,Deception.Bay,17,1,18,34.83236,128.50653
Heichan.Wan,Heichan.Wan,17,1,18,34.6020572,127.3923446
Aransas,Aransas,17,6,23,28.06958371,-97.21291188
Das.Almas,Das.Almas,16,2,18,-13.58839348,-39.08886222
Frades,Frades,16,1,17,-16.66862607,-39.09554864
Itata,Itata,16,7,23,-36.35371552,-72.85782631
Primera.Estancia,Primera.Estancia,16,0,16,-35.11372887,-57.40013744
Puelo,Puelo,16,3,19,-41.64824798,-72.3508805
Pium,Pium,16,0,16,-5.937675153,-35.14147974
Golygina,Golygina,16,0,16,51.89985086,156.4908018
Acaponeta,Acaponeta,16,0,16,22.36195739,-105.6590238
Culiacan,Culiacan,16,0,16,24.53015504,-107.747868
Danto,Danto,16,0,16,15.77298725,-86.99601738
Progresso,Progresso,16,0,16,18.32514048,-88.32753393
San.Jose.del.Cabo,San.Jose.del.Cabo,16,2,18,23.05211295,-109.6756917
Tecolutla,Tecolutla,16,0,16,20.49742392,-97.01410779
Temash,Temash,16,0,16,15.94883045,-88.92602356
Bresle,Bresle,16,1,17,50.06431692,1.370300812
Keila,Keila,16,0,16,59.41354676,24.2784308
Leyre,Leyre,16,7,23,44.70210409,-1.067695849
Lima,Lima,16,5,21,41.69549326,-8.755040978
Neretva,Neretva,16,3,19,43.01343415,17.47083581
Nith,Nith,16,6,22,54.993751,-3.571389
Bega.1,Bega.1,16,1,17,-36.745277,139.862504
Lawley,Lawley,16,0,16,-14.623382,125.892617
Water.Park.creek,Water.Park.creek,16,0,16,-22.90045943,150.786941
Wingan,Wingan,16,1,17,-37.748612,149.513337
Clarence.NZ,Clarence.NZ,16,2,18,-42.186943,173.89473
Kaituna,Kaituna,16,5,21,-37.74172472,176.399097
Murray,Murray,16,6,22,-32.623054,115.641671
Sungai.Bedidi,Sungai.Bedidi,16,0,16,-2.779999,132.770004
Ngaruroro,Ngaruroro,16,6,22,-39.56532,176.928085
Kakaho,Kakaho,16,5,21,-41.066112,174.841659
Waimea,Waimea,16,2,18,-41.282913,173.138427
New.River,New.River,16,1,17,-42.514945,171.161757
Waiau.2,Waiau.2,16,5,21,-46.191113,167.624726
Aparima,Aparima,16,2,18,-46.35730462,168.0239756
Pual,Pual,16,0,16,-2.740980575,141.4456796
Rangitikei,Rangitikei,16,8,24,-40.287498,175.236939
Werribee,Werribee,16,8,24,-37.982212,144.677978
Botchi,Botchi,16,0,16,47.97522555,139.520832
Dalai.Nur,Dalai.Nur,16,2,18,,
Golok,Golok,16,0,16,6.239822723,102.0976158
Hwalien,Hwalien,16,0,16,23.919585,121.607085
Imagawa.Fukuoka,Imagawa.Fukuoka,16,0,16,33.750855,131.016068
Phetchaburi,Phetchaburi,16,1,17,13.25131896,99.97308788
Rio.Melela,Rio.Melela,16,0,16,-17.09935635,38.57599277
Brimay,Brimay,16,0,16,4.765927096,-6.564828391
Mpambanyoni,Mpambanyoni,16,1,17,-30.29325405,30.75011483
Ljusnan,Ljusnan,16,2,18,61.19435299,17.17791981
Sperchios,Sperchios,16,1,17,38.86389592,22.56955386
Voronia,Voronia,16,0,16,69.2182367,35.67820955
Ashburton.Aus,Ashburton.Aus,16,0,16,-21.698899,114.922088
Fitzmaurice,Fitzmaurice,16,0,16,-14.827777,129.848328
Annan.Aus,Annan.Aus,16,0,16,-15.656667,145.324172
Coal,Coal,16,4,20,-42.871163,147.36911
Shinano,Shinano,16,6,22,37.937714,139.051254
Kumgok.chi,Kumgok.chi,16,1,17,36.63244419,129.4298946
Chamyong.pokpo,Chamyong.pokpo,16,1,17,36.22520038,129.3834045
Chomam.josuji,Chomam.josuji,16,1,17,34.65192292,127.3147079
Waireka,Waireka,16,5,21,-39.75872533,174.484851
Sungai.Kubang.Badak,Sungai.Kubang.Badak,16,0,16,6.415181829,99.73148452
Comprido,Comprido,15,0,15,-24.45157071,-47.07733956
Buranhem,Buranhem,15,1,16,-16.46083026,-39.05250421
Imperial,Imperial,15,4,19,-38.75143508,-73.433213
Juan.Blanco,Juan.Blanco,15,1,16,-35.08752807,-57.43990819
Laguna.Inchauspe,Laguna.Inchauspe,15,1,16,,
Paraiba,Paraiba,15,3,18,-7.10355988,-34.83215199
Aldoma,Aldoma,15,0,15,56.93171904,138.6144202
Bolchaia.Voroskaia,Bolchaia.Voroskaia,15,0,15,54.24287284,155.7932757
Ozernaja.Kam,Ozernaja.Kam,15,0,15,57.28620402,162.7542681
Sopotchnaia,Sopotchnaia,15,0,15,56.12854301,155.7422563
Ulja,Ulja,15,0,15,58.85659456,141.8668611
Banano,Banano,15,0,15,9.901758746,-82.97305526
Cazones,Cazones,15,2,17,20.74706024,-97.19188881
Cheakamus,Cheakamus,15,1,16,49.68864435,-123.1927904
Golden.Stream,Golden.Stream,15,0,15,16.23775603,-88.71623876
Gualala,Gualala,15,1,16,38.75641762,-123.5208655
Motoro,Motoro,15,0,15,10.04205964,-85.18614661
Negro.Nicaragua,Negro.Nicaragua,15,0,15,13.02951894,-87.27198053
Peconic,Peconic,15,2,17,40.931947,-72.587501
Saguenay,Saguenay,15,0,15,48.15788274,-69.75700282
Iznik,Iznik,15,4,19,40.41527343,29.08252763
Krka,Krka,15,3,18,43.72138874,15.85294866
Mustoja,Mustoja,15,0,15,59.58636964,26.17481688
Rihios,Rihios,15,2,17,40.65393614,23.73770285
Touques,Touques,15,4,19,49.35661161,0.067048988
Vaana,Vaana,15,0,15,59.44640883,24.32332476
Veleka,Veleka,15,0,15,42.05856621,27.98375871
Vistre,Vistre,15,12,27,43.47178335,4.215491085
Zarrine,Zarrine,15,13,28,,
Zohreh,Zohreh,15,1,16,30.04357171,49.62504736
Mersey,Mersey,15,2,17,-41.164721,146.366104
Ross,Ross,15,1,16,-19.245002,146.837493
Brunswick,Brunswick,15,1,16,-28.558332,153.559174
Onkaparinga,Onkaparinga,15,0,15,-35.14850719,138.4674011
Cann,Cann,15,0,15,-37.777686,149.119826
Bengkalis.Island,Bengkalis.Island,15,0,15,1.438334,102.490837
Ciliwung,Ciliwung,15,5,20,-6.114719,106.819312
Mataura,Mataura,15,3,18,-46.57053429,168.7380149
Wairoa.2,Wairoa.2,15,4,19,-39.063609,177.412506
Waikou,Waikou,15,7,22,-35.329446,173.545273
Te.Awa.Kairangi,Te.Awa.Kairangi,15,1,16,-41.23098,174.886123
Wairoa.1,Wairoa.1,15,7,22,-36.121605,173.986115
Rangitata,Rangitata,15,6,21,-44.180351,171.523835
Shag,Shag,15,2,17,-45.47778,170.82695
Shannon.Aus,Shannon.Aus,15,1,16,-34.93566464,116.3747385
Towamba,Towamba,15,2,17,-37.10886624,149.9549192
Agano,Agano,15,2,17,37.958331,139.135284
Hsiukuluan,Hsiukuluan,15,0,15,23.467085,121.488196
Ibo,Ibo,15,0,15,34.767224,134.566665
Matsuura,Matsuura,15,1,16,33.446711,130.004166
Muromi,Muromi,15,0,15,33.598586,130.327468
Sendai.Tottori,Sendai.Tottori,15,0,15,35.53720866,134.1880943
Baringo,Baringo,15,0,15,,
Mafa.River,Mafa.River,15,0,15,6.823621855,-11.37486934
Mogocenega,Mogocenega,15,0,15,8.352089899,-78.1158614
Padreco,Padreco,15,1,16,-22.97473039,-42.89658061
Tigil,Tigil,15,2,17,58.00514584,158.2736456
Logdealven,Logdealven,15,1,16,63.56666667,19.42083333
Heleh,Heleh,15,2,17,29.13700058,50.71981668
Leven,Leven,15,6,21,55.938473,-4.569116824
Rubicon,Rubicon,15,3,18,-41.148612,146.576386
Blackwood,Blackwood,15,6,21,-34.31327888,115.2029937
Harding,Harding,15,0,15,-20.66970156,117.1999576
Kalgan,Kalgan,15,2,17,-35.01139,117.992775
Balkhash,Balkhash,15,35,50,,
Qaidam,Qaidam,15,0,15,,
Coppermine,Coppermine,15,0,15,67.81343308,-115.129276
Bunce.River,Bunce.River,15,0,15,8.424928314,-13.08495112
Lake.Piso,Lake.Piso,15,0,15,6.668560483,-11.27935507
Rio.dos.Correias,Rio.dos.Correias,15,0,15,-25.52419897,-48.50363339
Ortoire,Ortoire,15,0,15,10.313471,-60.992364
Moruga,Moruga,15,0,15,10.08014,-61.244582
Haso,Haso,15,1,16,35.6675861,129.4753505
Ansan,Ansan,15,1,16,37.30424078,126.8217016
Mataquito,Mataquito,14,2,16,-35.02310939,-72.20208172
Maule,Maule,14,4,18,-35.32363644,-72.42920642
Cubatao.2,Cubatao.2,14,0,14,-27.63785193,-48.63948588
Quinto,Quinto,14,4,18,,
Laguna.Cochico,Laguna.Cochico,14,0,14,,
Estrela,Estrela,14,0,14,-22.73265376,-43.21454191
Cascapedia,Cascapedia,14,1,15,48.19960491,-65.9184459
Fortuna,Fortuna,14,0,14,15.25588451,-92.96721704
Goldsborough,Goldsborough,14,0,14,47.19966293,-122.9516537
Jesus.Maria,Jesus.Maria,14,0,14,9.972678416,-84.79252589
Matape,Matape,14,0,14,27.9156458,-110.8425165
Grande.de.San.Miguel,Grande.de.San.Miguel,14,0,14,13.19530258,-88.36215465
San.Nicolas,San.Nicolas,14,0,14,15.50251035,-93.2294466
Canche,Canche,14,2,16,50.54816315,1.610362175
Conon,Conon,14,1,15,57.589028,-4.4125
Courant.Mimizan,Courant.Mimizan,14,7,21,44.21378171,-1.301716556
Gharasu,Gharasu,14,4,18,36.8523834,54.03312292
Aceh,Aceh,14,2,16,5.57306,95.301392
Ansons,Ansons,14,1,15,-41.05260073,148.2884843
Patriarch,Patriarch,14,0,14,-39.941113,148.176941
Haast,Haast,14,1,15,-43.843335,169.025284
Mohaka,Mohaka,14,3,17,-39.125,177.196945
Motu,Motu,14,2,16,-37.863888,177.583892
Oreti,Oreti,14,2,16,-46.413612,168.246383
Waihou,Waihou,14,10,24,-37.16981509,175.5398216
Mangawhero,Mangawhero,14,2,16,-38.024722,174.837219
Kawakawa,Kawakawa,14,2,16,-35.305558,174.13945
Ohau,Ohau,14,1,15,-40.648613,175.159165
Takaka,Takaka,14,3,17,-40.799697,172.794448
Pelorus,Pelorus,14,2,16,-41.272221,173.794998
Ohinetamatea,Ohinetamatea,14,1,15,-43.440625,169.782974
Ashburton.NZ,Ashburton.NZ,14,6,20,-44.055278,171.801269
Opihi,Opihi,14,3,17,-44.27556179,171.3597816
Waianakarua,Waianakarua,14,1,15,-45.257222,170.864166
Waikouaiti,Waikouaiti,14,1,15,-45.64111,170.676942
Wanganui,Wanganui,14,8,22,-39.965313,175.019149
Pyonggok.chi,Pyonggok.chi,14,1,15,36.60104698,129.4249078
Arakawa,Arakawa,14,5,19,35.723094,139.83992
Bosten,Bosten,14,11,25,,
Dafeng,Dafeng,14,1,15,21.71131802,108.6783493
Ebinur.Hu,Ebinur.Hu,14,1,15,,
Pugu.chon,Pugu.chon,14,1,15,37.13112284,129.3785994
Oehwang.gang,Oehwang.gang,14,1,15,35.42845459,129.3664364
Malu,Malu,14,1,15,21.51138591,108.0143992
Pinan,Pinan,14,0,14,22.765975,121.172363
Zhubijiang,Zhubijiang,14,2,16,19.514583,108.9420816
Chubut,Chubut,14,5,19,-43.34315235,-65.04079912
Arroio.Bolacha,Arroio.Bolacha,14,0,14,-32.11542809,-52.16034972
Riviere.a.la.Baleine,Riviere.a.la.Baleine,14,0,14,55.30551287,-77.74508186
Arno,Arno,14,24,38,43.67900921,10.28070195
Balcombe.creek,Balcombe.creek,14,1,15,-38.26371181,145.0158887
Corangamite,Corangamite,14,8,22,,
Imari,Imari,14,0,14,33.32080612,129.8424449
Kuma,Kuma,14,1,15,32.562019,130.610947
Sungai.Singkir,Sungai.Singkir,14,0,14,5.724908651,100.3674745
Horton,Horton,14,0,14,69.88708657,-126.7952264
Rae,Rae,14,0,14,67.87927484,-115.3899094
Thelon,Thelon,14,0,14,63.9932075,-93.65976851
Thlewiasa,Thlewiasa,14,0,14,60.49333897,-94.7623524
Betsiboka,Betsiboka,14,6,20,-15.84375,46.249862
Penang.Burung,Penang.Burung,14,1,15,5.309170001,100.192222
Caparo,Caparo,14,0,14,10.495416,-61.470973
Naeng.chon,Naeng.chon,14,1,15,36.00355195,129.4220984
Tapdong.ni,Tapdong.ni,14,1,15,34.902637,127.863196
Kumo,Kumo,14,1,15,34.67986041,127.3458548
Changsu.je,Changsu.je,14,1,15,34.57501862,127.346202
Sedong.josuji,Sedong.josuji,14,1,15,34.54186574,127.394471
Mission,Mission,14,0,14,28.15986035,-97.17239833
Petronila.creek,Petronila.creek,14,0,14,27.45513368,-97.75195476
Malheur.lake,Malheur.lake,14,0,14,,
Jequirica,Jequirica,13,1,14,-13.23046737,-38.92800191
Apodi,Apodi,13,1,14,-4.937028355,-37.05156962
Pereque.Acu,Pereque.Acu,13,0,13,-23.20247775,-44.67658189
Itapitangui,Itapitangui,13,0,13,-25.02756848,-47.97408989
Serra.Negra,Serra.Negra,13,0,13,-25.29446907,-48.44012777
Changuinola,Changuinola,13,0,13,9.465268331,-82.43678185
Coahuanyana,Coahuanyana,13,1,14,18.68435977,-103.7474725
Estero.Real,Estero.Real,13,0,13,12.9648339,-87.34587201
La.Purisima,La.Purisima,13,1,14,25.92328299,-112.1601115
Napa,Napa,13,13,26,38.101834,-122.2842121
Northern,Northern,13,0,13,17.87231779,-88.20600642
Urbina,Urbina,13,0,13,15.73900106,-93.52689619
Bann,Bann,13,10,23,55.176807,-6.725834
Burdur,Burdur,13,0,13,,
Lagan.UK,Lagan.UK,13,7,20,54.63736,-5.880833
Savaran,Savaran,13,1,14,63.80146228,20.57118407
River.Charlotte,River.Charlotte,13,0,13,-12.653215,130.594834
Mcivor,Mcivor,13,0,13,-15.115279,145.247497
Elliot,Elliot,13,1,14,-19.791391,147.766662
Baffle.creek,Baffle.creek,13,1,14,-24.465,152.022506
Logan,Logan,13,1,14,-27.687777,153.339172
Tomaga,Tomaga,13,0,13,-35.830555,150.194717
Tarwin,Tarwin,13,0,13,-38.71367092,145.818794
River.Forth,River.Forth,13,2,15,-41.152223,146.254716
Cisukawayana,Cisukawayana,13,1,14,-6.987499999,106.32389
Hurunui,Hurunui,13,3,16,-42.91508235,173.2815812
La.Trobe,La.Trobe,13,10,23,-38.136363,147.498107
Maribyrnong,Maribyrnong,13,8,21,-37.872223,144.897506
Wairoa.3,Wairoa.3,13,10,23,-36.926666,175.084442
Waioeka,Waioeka,13,4,17,-37.9925,177.263336
Kerikeri,Kerikeri,13,3,16,-35.114446,174.021118
Aorere,Aorere,13,3,16,-40.678333,172.68695
Plumbago,Plumbago,13,1,14,-41.413334,174.876664
Mokihinui,Mokihinui,13,1,14,-41.529725,171.948884
Searle,Searle,13,1,14,-42.921944,170.732774
Waitaha,Waitaha,13,1,14,-42.976944,170.62944
Waipara,Waipara,13,2,15,-43.165,172.788604
Waitangitaona,Waitangitaona,13,2,15,-43.199666,170.186492
Avon.NZ,Avon.NZ,13,6,19,-43.507222,172.731674
Moeraki,Moeraki,13,1,14,-43.695758,169.273774
Kakanui,Kakanui,13,4,17,-45.193889,170.903885
Pasig,Pasig,13,15,28,14.594931,120.946953
Yule,Yule,13,0,13,-20.510834,117.937501
Aki,Aki,13,0,13,33.494361,131.72934
Hengjiang,Hengjiang,13,0,13,21.56537507,108.132579
Chonggye.josuji,Chonggye.josuji,13,1,14,36.18543122,129.3859969
Maruyama,Maruyama,13,0,13,35.656388,134.836946
Namphu,Namphu,13,0,13,10.67629395,99.34696336
Nuta,Nuta,13,0,13,34.382164,133.090348
Takatsu,Takatsu,13,0,13,34.697232,131.82164
Ichi,Ichi,13,0,13,34.77111,134.681397
Kouffo,Kouffo,13,0,13,6.294263109,2.055997984
Klein.Brakrivier,Klein.Brakrivier,13,0,13,-34.08090259,22.1749575
Allahein.River,Allahein.River,13,0,13,13.07134188,-16.76119153
Mhlatuzana,Mhlatuzana,13,3,16,-29.86816201,31.03720691
Indaial,Indaial,13,0,13,-25.54387786,-48.4692887
Pasvik,Pasvik,13,6,19,69.74050081,30.12636813
Pudisoo,Pudisoo,13,0,13,59.54224274,25.54334557
Nadgee,Nadgee,13,0,13,-37.438057,149.96666
Okari,Okari,13,1,14,-41.858611,171.4629104
May,May,13,0,13,-17.044223,123.811707
Wolli.creek,Wolli.creek,13,1,14,-33.9660514,151.1782312
Huon,Huon,13,2,15,-43.15665855,146.9972303
Bulloo,Bulloo,13,1,14,,
Back,Back,13,0,13,67.17238377,-95.40525443
Susitna,Susitna,13,0,13,61.29891334,-150.6339953
Sinch.al,Sinch.al,13,1,14,33.250694,126.623474
Chagundaesan,Chagundaesan,13,1,14,34.66412995,127.2946883
Los.Olmos.creek,Los.Olmos.creek,13,9,22,27.29307959,-97.77081274
Arroio.do.Salso,Arroio.do.Salso,12,0,12,-30.17514813,-51.23231351
Samborombon,Samborombon,12,1,13,-35.74361373,-57.34904786
Carlos.Tejedor,Carlos.Tejedor,12,1,13,,
Arroyo.Zapata,Arroyo.Zapata,12,0,12,-34.90938167,-57.73893127
Ceara.Mirim,Ceara.Mirim,12,0,12,-5.664160841,-35.207881
Sauce.Grande,Sauce.Grande,12,0,12,-38.99820893,-61.17127676
Valdivia,Valdivia,12,5,17,-39.80307829,-73.40156577
Taimyr,Taimyr,12,0,12,75.79734839,99.44329791
Rio.de.Cana,Rio.de.Cana,12,0,12,18.64056283,-95.09621276
Elota,Elota,12,0,12,23.88059839,-106.935924
Los.Angeles,Los.Angeles,12,33,45,33.75849154,-118.201404
Pijijiapan,Pijijiapan,12,0,12,15.5517817,-93.28945541
Cuitzmala,Cuitzmala,12,0,12,19.35304919,-105.0033602
Chacalapa,Chacalapa,12,0,12,15.81905131,-95.94757937
Sonora,Sonora,12,1,13,28.78573324,-111.9057157
Vado.Ancho,Vado.Ancho,12,0,12,15.3611578,-93.0895961
Daliyya,Daliyya,12,0,12,32.59538652,34.91323822
Authie,Authie,12,4,16,50.37299364,1.604784139
Chienti,Chienti,12,6,18,43.29510957,13.74346312
Dee.Scotland,Dee.Scotland,12,1,13,57.143197,-2.067865261
Esfahan,Esfahan,12,11,23,,
Kalamas,Kalamas,12,5,17,39.53300086,20.18454838
Leguer,Leguer,12,2,14,48.73950837,-3.528309699
Lis,Lis,12,6,18,39.88476942,-8.97452619
Louros,Louros,12,5,17,38.99218191,20.79314306
Mijares,Mijares,12,6,18,39.91929445,-0.024776473
Taninnim,Taninnim,12,0,12,32.55407895,34.9026304
Tech,Tech,12,8,20,42.60220621,3.089351443
Trieux,Trieux,12,1,13,48.79413483,-3.097584602
Vihterpalu,Vihterpalu,12,0,12,59.27970453,23.88182724
Arawhata,Arawhata,12,2,14,-43.989724,168.673889
Jackson,Jackson,12,0,12,-11.574165,142.04695
Maroochy,Maroochy,12,0,12,-26.613056,153.10167
Karuah,Karuah,12,1,13,-32.669446,152.138336
River.Torrens,River.Torrens,12,3,15,-34.937501,138.497497
Tarago,Tarago,12,1,13,-38.232253,145.479568
Ringarooma,Ringarooma,12,2,14,-40.87049564,147.875687
Sawarangan,Sawarangan,12,0,12,-4.055971,114.929726
Moorabool,Moorabool,12,7,19,-38.002225,144.633332
Omanawa,Omanawa,12,4,16,-37.663303,176.11975
Kopurererua,Kopurererua,12,3,15,-37.65897429,176.1687665
Parawai,Parawai,12,1,13,-37.8061477,174.927185
Whakatane,Whakatane,12,4,16,-37.945834,176.9862386
Esk.NZ,Esk.NZ,12,3,15,-39.380249,176.893098
Ashley.NZ,Ashley.NZ,12,2,14,-43.266388,172.716948
Karangarua,Karangarua,12,2,14,-43.508056,169.721389
Makawhio,Makawhio,12,1,13,-43.583206,169.620255
Irwell,Irwell,12,9,21,-43.858056,172.368897
Orari,Orari,12,1,13,-44.246022,171.403838
Tokomairiro,Tokomairiro,12,2,14,-46.222976,170.046692
Yate,Yate,12,3,15,-22.142779,166.948333
Dai.Giang,Dai.Giang,12,0,12,17.4411835,106.6679368
Hirotogawa,Hirotogawa,12,1,13,31.58148,131.41269
Meenachil,Meenachil,12,1,13,9.558235594,76.46184615
Nayba,Nayba,12,0,12,47.44529699,142.7543244
Sagami,Sagami,12,7,19,35.31503479,139.37671
Gourits,Gourits,12,7,19,-34.35238088,21.86269221
